Id,Label,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks
1249577619810476032,sipalingdimi,0,0,1,1,1,1,1,0,0.000227
226041063,pjmproducer,0,0,1,1,1,1,1,0,0.000227
806050234098860032,sumaru90,0,0,1,1,1,1,1,0,0.000227
129445938,geger_dyky,0,0,1,1,1,1,1,0,0.000227
3064756628,mochaar15,0,0,1,1,1,1,1,0,0.000227
1064421796563349504,under1nfluence,137,0,1,1,1,1,1,0,0.000227
434136217,diazfalih,0,0,1,1,1,1,1,0,0.000227
525226243,diduniatiputipu,0,0,1,1,1,1,1,0,0.000227
81111296,arimacheda,137,0,1,1,1,1,1,0,0.000227
1293423577778118656,jisungchenleo,0,0,1,1,1,1,1,0,0.000227
883689372633006085,tekarion_,0,0,1,1,1,1,1,0,0.000227
3326201252,yawdasihh,0,0,1,1,1,1,1,0,0.000227
135967120,alloytarung,0,0,1,1,1,1,1,0,0.000227
1567057959137734657,IndriSulami,0,0,1,1,1,1,1,0,0.000227
1088656060615843841,dmsbrg,0,0,1,1,1,1,1,0,0.000227
1384786976168054789,andromedaaa8,0,0,1,1,1,1,1,0,0.000227
1444071888817295364,p0isonedroze,137,0,1,1,1,1,1,0,0.000227
1127500848911638529,vnmncr,0,0,1,1,1,1,1,0,0.000227
360942029,ektanabee,137,0,1,1,1,1,1,0,0.000227
967680967363080192,galonaqva,0,0,1,1,1,1,1,0,0.000227
2989316122,yourmagicshell,137,0,1,1,1,1,1,0,0.000227
1449412556,beyondexpect_,0,0,1,1,1,1,1,0,0.000227
1077403915803549697,ralleydaes,0,0,1,1,1,1,1,0,0.000227
361676297,zazaaaw,0,0,1,1,1,1,1,0,0.000227
134678377,rioakbar20,0,0,1,1,1,1,1,0,0.000227
570197015,ordonkukuq,0,0,1,1,1,1,1,0,0.000227
1440128301092118528,strawbewylocone,0,0,1,1,1,1,1,0,0.000227
1083711987266183168,skinnythotiana,0,0,1,1,1,1,1,0,0.000227
